game_episode,end_x,end_y
153366_80,52.440163,60.6599
153366_81,65.0358,8.025937
153366_82,50.869267,17.40421
153366_83,42.966515,44.22502
153366_84,89.32067,52.814507
153366_85,62.81385,65.604706
153366_86,90.35689,6.9051766
153366_88,56.774147,63.441418
153366_89,40.374596,65.516
153366_90,63.060516,52.802605
153366_92,33.287098,41.54341
153366_93,81.21657,15.582743
153366_94,41.108315,61.56629
153366_95,76.580635,64.84427
153367_1,71.17218,10.308307
153367_2,54.5843,57.417023
153367_3,71.79842,5.2556205
153367_4,86.96102,4.0637426
153367_7,54.018898,62.86798
153367_8,51.699932,41.273224
153367_9,83.49376,60.362316
153367_10,39.151283,58.7901
153367_11,53.006126,65.44981
153367_12,78.7144,44.062523
153367_13,46.26322,49.91044
153367_14,90.94205,4.945962
153367_16,92.745834,49.68688
153367_17,63.114754,5.2778983
153367_18,61.372856,64.090576
153367_19,66.219345,51.866932
153367_21,36.81714,64.12667
153367_22,33.388924,65.46735
153367_24,39.314724,12.132132
153367_25,76.526215,5.844945
153367_26,80.08884,59.246147
153367_27,47.950153,26.92631
153367_28,37.216377,9.3629465
153367_30,28.84499,57.075066
153367_31,67.51949,1.5329852
153367_32,92.1331,52.150105
153367_33,57.289223,15.345911
153367_34,86.82668,14.399179
153367_35,56.386047,58.719013
153367_36,73.66789,11.714196
153367_37,92.10191,46.25779
153367_38,92.1473,11.169491
153367_39,95.008545,52.599792
153367_40,34.98,7.3639855
153367_41,57.813953,50.46324
153367_42,24.59749,65.86547
153367_43,65.98995,13.41403
153367_44,46.019264,8.100447
153367_45,52.23584,66.12341
153367_46,91.27052,53.33476
153367_47,58.880756,5.288294
153367_48,54.52001,2.3494754
153367_49,90.00051,34.276165
153367_50,62.963093,66.05912
153367_51,89.03507,43.792683
153367_52,41.06746,60.149162
153367_53,85.98551,41.509125
153367_54,90.56517,58.591316
153367_55,64.5078,16.853558
153367_56,80.151184,62.64466
153367_58,77.57859,15.422969
153367_59,23.55182,3.7072785
153367_60,38.564297,62.918476
153367_61,90.09395,9.124289
153367_62,46.99309,56.430084
153367_63,3.7257228,29.476587
153367_64,97.26926,36.584473
153367_65,85.62511,51.133884
153367_66,98.67055,48.186054
153367_67,29.138046,59.743153
153367_68,74.25176,57.729553
153367_69,79.99037,65.03148
153367_70,89.13465,63.354347
153367_71,67.79374,4.2191396
153367_72,88.17375,33.31231
153367_73,24.12929,63.34664
153367_74,77.59065,14.168164
153367_75,59.98944,60.451813
153367_76,32.108055,2.5829678
153367_77,94.19227,35.8133
153367_78,46.96825,16.345325
153367_79,37.20852,16.446049
153367_80,52.155785,33.35881
153367_81,85.637924,60.957146
153367_82,47.153076,6.5227304
153367_83,65.45231,62.20442
153367_84,61.750782,63.227863
153367_85,38.760124,64.31026
153367_87,87.37074,19.712206
153367_89,90.712456,5.700515
153367_90,84.31912,61.566692
153367_92,58.103157,62.395184
153367_93,89.59738,7.352166
153367_94,85.29168,46.151966
153367_95,89.2928,46.85702
153367_96,82.00819,53.697277
153367_97,19.425884,1.7594554
153367_98,66.62964,3.8668258
153367_99,92.90911,46.351532
153367_101,91.995415,40.560055
153367_102,47.288406,50.99899
153367_103,22.361988,6.5783796
153367_104,89.79292,60.12142
153367_106,84.96701,19.742323
153367_107,67.33861,52.66982
153367_108,40.439003,12.288179
153367_109,43.726948,21.161081
153367_110,70.60185,65.67882
153367_111,73.053085,49.8861
153368_1,78.59862,58.470203
153368_2,51.477814,58.271442
153368_3,84.5481,26.544333
153368_4,72.31845,46.209187
153368_5,78.8893,55.100353
153368_8,75.90139,58.317394
153368_9,82.1469,65.337715
153368_10,75.84294,56.858948
153368_11,83.7466,11.173368
153368_12,65.83092,6.2450457
153368_14,90.21108,49.471416
153368_15,76.761665,18.265217
153368_16,70.379326,4.795454
153368_17,33.9401,5.4022703
153368_18,34.042152,4.4959784
153368_19,79.79491,10.160707
153368_20,82.59379,54.022106
153368_21,86.24572,53.34449
153368_22,55.612103,32.514397
153368_25,82.78827,55.12628
153368_26,46.068733,2.930064
153368_27,44.46595,5.302949
153368_28,69.047874,63.28842
153368_29,92.69779,29.43845
153368_30,61.01897,3.2505937
153368_31,85.27061,5.821884
153368_32,76.13908,56.47002
153368_33,60.90423,64.01361
153368_34,91.35445,17.149443
153368_36,66.77096,60.454845
153368_37,33.319305,17.438848
153368_38,54.55761,60.81315
153368_39,85.63322,61.503418
153368_41,69.60979,39.399208
153368_42,92.5861,30.18493
153368_44,74.22093,60.303802
153368_45,92.05705,21.049953
153368_46,87.96501,58.72119
153368_47,66.198494,61.127434
153368_48,72.338455,61.56242
153368_49,90.32385,14.214424
153368_51,58.961884,13.034037
153368_52,68.08773,46.27108
153368_53,29.062918,64.473946
153368_54,86.27694,32.48519
153368_55,48.284527,8.5536585
153368_57,79.05929,21.667057
153368_58,72.10619,61.93502
153368_59,78.23151,9.57609
153368_60,81.11107,25.615503
153368_61,78.594986,6.16956
153368_62,9.208174,64.1475
153368_63,27.159374,65.812546
153368_64,82.217926,57.828808
153368_65,85.01439,38.67971
153368_66,32.986073,22.485477
153368_68,58.75766,3.1260133
153368_69,93.642746,49.88055
153368_70,93.669205,47.91579
153368_71,86.84217,54.42808
153368_73,89.45587,45.085365
153368_74,78.340546,5.542102
153368_75,38.474327,58.777855
153368_76,87.84741,46.29112
153368_77,86.49266,55.03011
153368_78,88.808136,3.8922875
153368_79,42.93629,66.11708
153368_80,86.90619,32.458897
153368_81,87.44056,27.404139
153368_82,86.48918,49.010162
153368_84,86.957695,47.887077
153368_85,69.72468,32.783916
153368_86,77.8078,10.882455
153369_1,88.89783,56.925392
153369_2,90.31455,45.36515
153369_3,90.60326,64.16143
153369_4,17.410822,3.9160275
153369_5,10.610336,66.256516
153369_7,84.509674,23.885778
153369_10,41.207905,65.67442
153369_11,91.697685,8.543045
153369_12,91.220215,41.935986
153369_13,95.1548,32.967785
153369_14,40.80636,65.65911
153369_15,87.98782,41.663906
153369_16,75.26285,63.54715
153369_17,81.59427,42.871227
153369_18,64.47328,3.8190842
153369_19,85.8231,15.961405
153369_20,67.55477,63.140675
153369_21,34.755463,55.22754
153369_22,58.966076,65.85211
153369_23,73.1738,62.410423
153369_24,66.546555,63.982716
153369_25,68.51853,14.300649
153369_26,79.85585,59.22035
153369_27,86.34292,25.960001
153369_28,78.76514,9.99137
153369_29,70.592735,57.267128
153369_30,80.90824,4.8468313
153369_31,82.06506,24.121586
153369_33,31.747686,56.223778
153369_34,81.15426,63.531483
153369_35,94.06293,28.453976
153369_37,81.538185,6.1539326
153369_38,87.923805,6.2955456
153369_39,76.15904,3.6487465
153369_41,94.98787,33.29606
153369_42,70.00646,21.496758
153369_43,54.83602,3.1932645
153369_44,86.014114,57.683483
153369_45,60.814842,7.522358
153369_46,89.3253,32.275864
153369_50,88.75444,10.600679
153369_51,46.103127,59.9499
153369_52,81.15174,59.33318
153369_54,81.780685,39.64642
153369_55,61.480286,10.94341
153369_56,78.51121,10.578596
153369_57,84.44436,6.123284
153369_58,39.67016,2.6339633
153369_60,92.64366,12.710215
153369_62,92.46709,61.53913
153369_63,46.544716,63.259743
153369_65,54.687004,5.7286267
153369_66,87.84414,9.326677
153369_67,98.596756,37.774696
153369_68,89.97379,48.386845
153369_69,79.30224,24.249945
153369_70,84.40116,13.65262
153369_71,63.82254,9.924069
153369_72,82.985,15.934334
153369_73,24.976637,64.61442
153369_76,16.946968,7.433313
153369_77,73.19655,4.2809267
153369_78,44.533447,13.489484
153369_80,70.91759,62.49767
153369_82,41.783146,2.4085622
153369_83,85.56745,48.25495
153369_84,88.463875,9.217333
153369_85,85.787865,56.062176
153369_86,96.96295,28.399338
153369_88,78.070114,47.506775
153370_1,67.72368,43.80931
153370_2,35.488182,3.9679112
153370_3,65.8002,12.492224
153370_4,59.219963,2.7073593
153370_5,89.67949,23.997768
153370_6,70.78359,1.7416732
153370_7,23.852024,40.517178
153370_8,95.81728,30.749683
153370_9,48.185093,54.920593
153370_10,72.3643,56.290234
153370_11,66.72864,31.28588
153370_12,75.21456,63.78675
153370_13,62.736458,62.370598
153370_14,92.68324,23.946054
153370_16,57.154266,2.0150733
153370_17,38.245552,60.58949
153370_18,73.6268,20.841492
153370_19,76.33974,6.497026
153370_20,70.738754,62.091167
153370_21,44.71492,42.172832
153370_22,81.93319,18.072788
153370_23,66.14576,7.855986
153370_24,48.598167,26.484009
153370_25,82.29915,53.67799
153370_26,65.80019,5.138818
153370_27,79.18269,11.5929575
153370_28,85.822815,9.112764
153370_30,67.12065,56.93873
153370_31,81.161415,30.66209
153370_32,53.45584,52.285614
153370_33,93.64626,47.604633
153370_35,65.78398,49.95397
153370_36,89.83197,7.10534
153370_37,47.221523,59.603954
153370_38,18.148008,62.90992
153370_39,37.99151,35.637672
153370_40,81.909584,63.71884
153370_41,91.3632,7.587268
153370_42,23.745827,61.86222
153370_43,94.679375,18.189514
153370_44,17.63997,1.6478487
153370_45,87.62541,25.779108
153370_46,85.38066,6.8526525
153370_47,91.563156,10.884611
153370_49,58.835854,23.76618
153370_50,50.447037,38.872883
153370_51,69.40034,44.602287
153370_53,8.511302,61.52954
153370_54,71.23134,59.44929
153370_55,36.729195,61.37975
153370_56,27.497711,65.15702
153370_57,54.667442,15.754587
153370_58,82.79353,43.34109
153370_59,86.6935,23.158747
153370_60,88.186424,3.75671
153370_61,93.90122,47.233467
153370_63,72.642654,4.0170674
153370_64,89.77461,54.252758
153370_65,89.52617,6.8552604
153370_66,63.12273,6.02423
153370_67,83.121605,13.344118
153370_68,81.361786,32.696453
153370_69,34.85124,57.271137
153370_70,32.019142,6.6851797
153370_71,58.670998,39.966682
153370_72,59.039867,6.873347
153370_73,70.52214,61.436363
153370_74,40.1932,2.7857468
153370_75,78.87583,18.707832
153370_76,90.54307,9.32276
153370_78,55.06434,40.251457
153370_79,42.02172,33.917793
153370_80,66.12612,12.315681
153370_81,60.856903,42.341824
153370_83,76.23982,53.36143
153370_85,49.57522,16.391897
153370_86,77.90224,9.904948
153370_88,45.51306,44.70328
153370_89,87.07325,6.901883
153370_90,91.196465,44.47782
153370_91,91.9237,30.19397
153370_92,75.84452,64.80076
153371_1,67.87845,4.477238
153371_2,21.628849,3.090433
153371_3,68.066345,11.410867
153371_4,70.55437,63.798237
153371_5,71.11174,59.80921
153371_6,90.973145,61.98365
153371_7,48.04485,11.907965
153371_8,81.10164,12.721838
153371_9,59.96224,7.095975
153371_10,53.91908,4.381515
153371_11,76.65901,6.5903215
153371_12,73.40224,62.437744
153371_13,78.50993,50.890835
153371_14,93.45616,29.257381
153371_15,65.07042,31.85381
153371_16,70.81686,62.102844
153371_17,65.06892,30.490051
153371_18,66.358475,52.20324
153371_19,44.535583,57.18263
153371_20,72.26808,10.479682
153371_21,61.54714,7.788806
153371_22,39.598164,2.6882584
153371_23,68.05495,65.107605
153371_24,96.02764,43.619984
153371_25,94.88496,32.290176
153371_26,50.62575,12.828366
153371_27,55.38921,33.08958
153371_28,92.04439,10.135663
153371_29,66.43376,27.373142
153371_30,82.07155,26.099926
153371_31,59.28765,66.4318
153371_32,86.00908,58.9339
153371_34,97.4295,29.467798
153371_35,54.771473,19.142223
153371_36,80.37553,11.6498575
153371_37,91.31584,6.3916273
153371_38,89.47551,16.784342
153371_39,12.700472,52.7555
153371_40,63.784004,38.695667
153371_41,87.886215,24.392134
153371_42,94.036125,47.669132
153371_43,30.435902,6.358291
153371_44,58.23042,54.80761
153371_45,77.45818,5.774563
153371_48,53.84306,13.251895
153371_49,84.385605,35.234154
153371_50,73.4452,11.8332
153371_51,74.81057,62.51673
153371_52,87.519005,60.749134
153371_53,78.20115,42.191658
153371_54,49.67437,10.60147
153371_55,86.78217,20.521784
153371_56,45.213673,64.727974
153371_57,69.67338,62.3336
153371_58,71.88779,6.5877314
153371_60,91.51561,43.885845
153371_61,88.82629,58.687733
153371_62,90.750046,54.33111
153371_63,58.914574,9.708298
153371_64,63.77024,62.75219
153371_65,37.21142,5.282608
153371_66,57.99241,40.508625
153371_67,83.915634,64.179665
153371_68,91.71626,52.71543
153371_69,96.17311,36.37941
153371_70,87.3347,61.549816
153371_71,53.449463,5.5879526
153371_72,72.824684,37.05999
153371_73,88.32442,7.1424193
153371_74,87.07585,26.821817
153371_75,75.28526,60.86966
153371_76,50.82438,60.60334
153371_77,69.35924,63.817566
153371_78,82.70812,57.48816
153371_79,59.655224,63.309113
153371_80,85.84108,11.017413
153371_81,56.80645,4.590724
153371_82,66.38371,56.8751
153371_83,81.44873,15.794647
153371_84,61.30119,51.799084
153371_85,93.35206,35.097958
153371_86,83.086876,27.362339
153371_87,66.53844,62.60011
153371_88,48.020405,4.8602815
153372_1,32.744637,15.323572
153372_2,28.758093,1.6874659
153372_3,77.96104,17.492039
153372_4,38.800026,1.356845
153372_5,54.518414,2.2977808
153372_6,30.827534,3.8762207
153372_7,92.51696,62.51951
153372_9,96.4116,62.302948
153372_10,68.99207,2.8036008
153372_11,55.70519,6.6961794
153372_12,87.33946,31.276958
153372_13,62.0258,16.519566
153372_14,93.04608,20.107286
153372_16,68.18147,55.633392
153372_17,73.35604,18.260258
153372_18,86.01515,14.836374
153372_19,85.24468,38.002525
153372_20,27.803314,56.613506
153372_21,73.66385,64.19971
153372_22,89.81955,7.082034
153372_24,49.774986,59.99763
153372_25,82.45921,17.503944
153372_26,46.110832,64.00313
153372_27,54.426044,48.487526
153372_28,70.797806,12.732947
153372_29,86.69794,41.001125
153372_30,75.91929,66.14009
153372_31,80.66396,6.96875
153372_32,61.55732,53.310047
153372_33,88.10524,31.909693
153372_34,80.1074,53.672077
153372_35,27.86965,49.171272
153372_36,91.14106,14.950923
153372_38,28.120184,2.2681272
153372_39,91.41289,55.382454
153372_40,90.68653,60.614952
153372_41,72.884476,15.074072
153372_42,89.328995,62.716602
153372_43,38.806908,2.627173
153372_44,72.18834,34.812065
153372_45,45.99313,36.086983
153372_46,93.1913,9.888207
153372_47,86.84044,62.39149
153372_48,81.02588,10.104605
153372_49,64.03956,11.741522
153372_50,28.555725,2.2911534
153372_51,20.517248,1.9446558
153372_52,82.735855,62.287853
153372_53,31.169281,59.707726
153372_54,65.27684,6.166557
153372_55,92.269966,27.804937
153372_56,68.389084,63.556236
153372_57,38.820995,6.784288
153372_58,53.831337,51.492138
153372_59,49.355762,62.618725
153372_60,72.18929,58.575848
153372_61,96.70917,25.884054
153372_62,46.93276,3.1133325
153372_63,55.30245,2.5561862
153372_64,84.869705,16.2277
153372_65,43.28534,20.722643
153372_66,76.19478,62.652912
153372_67,92.082405,64.2617
153372_68,55.344475,60.620758
153372_69,87.834694,27.306967
153372_70,39.715473,1.6811354
153372_71,84.25895,39.864483
153372_72,67.02031,37.187805
153372_73,10.367622,3.4716067
153372_74,89.92702,22.813908
153372_75,91.03899,5.1631155
153372_76,63.314972,52.256542
153372_77,83.32649,22.469631
153372_79,62.7185,65.28139
153372_80,91.468124,45.69879
153372_82,86.64137,43.74175
153372_83,13.623047,15.4342165
153372_84,92.977806,49.402702
153372_85,42.0509,40.03822
153372_86,76.460655,58.118256
153372_87,64.26784,61.07154
153372_88,78.6729,41.937206
153372_89,81.24326,45.992054
153372_90,44.279343,63.269928
153372_91,76.83258,52.612328
153372_92,33.8603,53.635582
153372_93,91.90484,35.84046
153372_94,100.11983,33.099266
153372_95,79.00652,44.94588
153372_96,49.042,39.78309
153372_97,20.602112,64.70448
153373_1,71.53123,10.472883
153373_2,42.50728,3.381472
153373_3,62.0625,56.44032
153373_4,69.89883,1.9631535
153373_5,47.965767,45.058804
153373_6,29.241608,43.714745
153373_7,35.903954,5.4107656
153373_8,21.052986,9.734037
153373_9,84.50403,30.465525
153373_10,40.280403,3.670117
153373_13,41.455147,10.215713
153373_14,79.77873,7.0760345
153373_15,67.01225,5.476493
153373_16,44.453644,5.8469887
153373_17,63.7018,3.5670578
153373_18,33.023342,65.26833
153373_19,33.51706,60.194386
153373_20,28.943604,3.5934727
153373_21,75.12542,4.2555017
153373_22,75.88434,62.76998
153373_23,88.005936,14.106417
153373_24,91.13431,37.495094
153373_25,80.743996,5.716937
153373_26,60.299774,1.272837
153373_27,67.656006,7.821784
153373_28,83.65206,61.517445
153373_29,80.856544,54.350708
153373_30,18.675024,3.255713
153373_31,59.963295,16.315945
153373_32,32.821346,63.360493
153373_34,4.7290134,27.004898
153373_35,93.093864,37.18745
153373_36,85.7365,38.598553
153373_37,37.533882,7.452363
153373_38,86.46591,15.031408
153373_40,54.265633,54.483864
153373_41,94.8446,16.257463
153373_44,67.66475,62.23543
153373_45,59.625618,2.8177457
153373_46,82.0706,9.621491
153373_47,43.21393,64.26692
153373_49,25.096344,65.22315
153373_50,35.991295,62.952717
153373_51,73.460915,3.2426994
153373_52,86.73684,19.775833
153373_54,65.99415,63.969097
153373_55,47.06797,6.363195
153373_56,60.056526,17.395525
153373_57,89.96472,54.89806
153373_58,91.043045,58.030445
153373_60,91.72102,58.520966
153373_61,22.266811,9.2704525
153373_63,38.112583,60.69513
153373_64,80.87102,33.90491
153373_65,54.01284,26.861866
153373_66,82.34936,5.2742157
153373_67,73.748985,12.171218
153373_68,66.792206,7.8231735
153373_70,65.917625,64.22647
153373_71,62.111378,63.074738
153373_72,39.389328,18.832914
153373_73,52.194466,5.5855246
153373_76,96.814,62.428352
153373_77,79.52642,66.101585
153373_78,35.56646,1.2521156
153373_79,11.362094,60.331745
153373_80,85.42819,58.214684
153373_81,31.734396,4.026679
153373_82,84.19776,9.368754
153373_83,84.70304,5.8505163
153373_84,76.628494,60.36924
153373_86,81.81218,37.455605
153373_87,90.2479,45.2806
153373_88,75.100136,55.498222
153373_89,63.295025,66.09397
153373_90,48.97803,61.775013
153373_91,69.96067,62.928795
153373_92,80.74286,61.25006
153373_93,67.24919,47.259144
153373_94,85.65273,6.9838514
153373_95,52.13523,41.365826
153373_96,83.174576,8.181877
153373_98,47.997776,31.154316
153373_99,76.20371,3.0772111
153374_1,81.13075,53.76184
153374_2,35.922897,33.640015
153374_3,70.542,60.097363
153374_4,46.045544,14.081022
153374_5,46.169437,3.4259841
153374_6,87.53862,10.997987
153374_7,86.19013,47.624977
153374_8,76.94553,64.19811
153374_9,38.9618,39.58514
153374_11,38.9223,21.95314
153374_12,93.67729,47.611588
153374_14,60.877815,52.345417
153374_15,41.86088,63.615074
153374_16,47.51171,27.125727
153374_18,67.64214,53.239113
153374_19,64.91556,2.96279
153374_20,83.15783,30.74931
153374_22,50.174267,31.43452
153374_23,70.730385,31.508617
153374_24,67.09668,64.06081
153374_25,90.0653,52.82662
153374_26,90.43998,37.175804
